group_comp	p.val	adj_p
timeS0_5d:genotypewt-timeS0_5d:genotypebglu30	0.947133847322171	0.947133847322171
timeS0_5d:genotypewt-timeS0_5d:genotypebglu28	0.297392569022732	0.36347980658334
timeS0_5d:genotypewt-timeS0_5d:genotypebglu28bglu30	0.106914580376197	0.144007393976102
timeS0_5d:genotypewt-timeS1500_5d:genotypebglu28	3.10444220992239e-08	8.53721607728656e-08
timeS0_5d:genotypewt-timeS1500_5d:genotypebglu30	2.10718827754059e-08	6.32156483262178e-08
timeS0_5d:genotypewt-timeS1500_5d:genotypebglu28bglu30	2.13497250408292e-09	7.41622027734066e-09
timeS0_5d:genotypewt-timeS1500_5d:genotypewt	4.22330481233337e-10	1.63963598596472e-09
timeS0_5d:genotypewt-timeS1500_0d:genotypewt	9.42307637211619e-13	7.77403800699586e-12
timeS0_5d:genotypewt-timeS1500_0d:genotypebglu28	1.97364093564997e-13	2.60305378790029e-12
timeS0_5d:genotypewt-timeS1500_0d:genotypebglu28bglu30	6.62768267962619e-14	1.30539532850791e-12
timeS0_5d:genotypewt-timeS1500_0d:genotypebglu30	3.74267013141651e-14	1.30539532850791e-12
timeS0_5d:genotypebglu30-timeS0_5d:genotypebglu28	0.328458219179866	0.387111472604842
timeS0_5d:genotypebglu30-timeS0_5d:genotypebglu28bglu30	0.121261338642406	0.160064967007976
timeS0_5d:genotypebglu30-timeS1500_5d:genotypebglu28	3.77116096975026e-08	9.95586496014068e-08
timeS0_5d:genotypebglu30-timeS1500_5d:genotypebglu30	2.55754603622331e-08	7.33904514742342e-08
timeS0_5d:genotypebglu30-timeS1500_5d:genotypebglu28bglu30	2.57616645336611e-09	8.50134929610817e-09
timeS0_5d:genotypebglu30-timeS1500_5d:genotypewt	5.07178886252506e-10	1.85965591625919e-09
timeS0_5d:genotypebglu30-timeS1500_0d:genotypewt	1.13702786320579e-12	7.88132742797802e-12
timeS0_5d:genotypebglu30-timeS1500_0d:genotypebglu28	2.36641253445481e-13	2.60305378790029e-12
timeS0_5d:genotypebglu30-timeS1500_0d:genotypebglu28bglu30	7.91148683944189e-14	1.30539532850791e-12
timeS0_5d:genotypebglu30-timeS1500_0d:genotypebglu30	4.45729368873156e-14	1.30539532850791e-12
timeS0_5d:genotypebglu28-timeS0_5d:genotypebglu28bglu30	0.553951464709631	0.595344328769875
timeS0_5d:genotypebglu28-timeS1500_5d:genotypebglu28	7.05633873279711e-07	1.55239452121536e-06
timeS0_5d:genotypebglu28-timeS1500_5d:genotypebglu30	4.73947729995692e-07	1.07863966136951e-06
timeS0_5d:genotypebglu28-timeS1500_5d:genotypebglu28bglu30	4.43654953924864e-08	1.12620103688619e-07
timeS0_5d:genotypebglu28-timeS1500_5d:genotypewt	8.18378729161994e-09	2.57204743450912e-08
timeS0_5d:genotypebglu28-timeS1500_0d:genotypewt	2.02237662053395e-11	9.53406121108861e-11
timeS0_5d:genotypebglu28-timeS1500_0d:genotypebglu28	3.82244304959067e-12	2.10234367727487e-11
