group_comp	p.val	adj_p
timeS0_5d:genotypewt-timeS0_5d:genotypebglu28	0.996420125883694	0.996420125883694
timeS0_5d:genotypewt-timeS0_5d:genotypebglu30	0.728090909002044	0.804599937220331
timeS0_5d:genotypewt-timeS0_5d:genotypebglu28bglu30	1.51903984699158e-06	3.387408194134e-06
timeS0_5d:genotypewt-timeS1500_5d:genotypewt	5.00401378856192e-12	1.59068865816174e-11
timeS0_5d:genotypewt-timeS1500_5d:genotypebglu30	4.14098217469876e-12	1.45484430172296e-11
timeS0_5d:genotypewt-timeS1500_5d:genotypebglu28bglu30	2.56246353616498e-12	1.06894547602281e-11
timeS0_5d:genotypewt-timeS1500_5d:genotypebglu28	1.47618471254516e-12	7.03678114640213e-12
timeS0_5d:genotypewt-timeS1500_0d:genotypewt	2.52153326366732e-15	1.68273668573635e-14
timeS0_5d:genotypewt-timeS1500_0d:genotypebglu30	2.43641557297612e-15	1.68273668573635e-14
timeS0_5d:genotypewt-timeS1500_0d:genotypebglu28bglu30	7.85043884210305e-16	1.04746665432481e-14
timeS0_5d:genotypewt-timeS1500_0d:genotypebglu28	2.48131515857127e-16	8.27440056216181e-15
timeS0_5d:genotypebglu28-timeS0_5d:genotypebglu30	0.731454488382119	0.804599937220331
timeS0_5d:genotypebglu28-timeS0_5d:genotypebglu28bglu30	1.53973099733364e-06	3.387408194134e-06
timeS0_5d:genotypebglu28-timeS1500_5d:genotypewt	5.06128209415099e-12	1.59068865816174e-11
timeS0_5d:genotypebglu28-timeS1500_5d:genotypebglu30	4.18818814132367e-12	1.45484430172296e-11
timeS0_5d:genotypebglu28-timeS1500_5d:genotypebglu28bglu30	2.59138297217652e-12	1.06894547602281e-11
timeS0_5d:genotypebglu28-timeS1500_5d:genotypebglu28	1.49265054620651e-12	7.03678114640213e-12
timeS0_5d:genotypebglu28-timeS1500_0d:genotypewt	2.54960103899447e-15	1.68273668573635e-14
timeS0_5d:genotypebglu28-timeS1500_0d:genotypebglu30	2.46351318460561e-15	1.68273668573635e-14
timeS0_5d:genotypebglu28-timeS1500_0d:genotypebglu28bglu30	7.93535344185459e-16	1.04746665432481e-14
timeS0_5d:genotypebglu28-timeS1500_0d:genotypebglu28	2.507394109746e-16	8.27440056216181e-15
timeS0_5d:genotypebglu30-timeS0_5d:genotypebglu28bglu30	4.34160035101509e-06	9.24340719893536e-06
timeS0_5d:genotypebglu30-timeS1500_5d:genotypewt	1.21911693560407e-11	3.35257157291118e-11
timeS0_5d:genotypebglu30-timeS1500_5d:genotypebglu30	1.00538959140432e-11	2.88503100142108e-11
timeS0_5d:genotypebglu30-timeS1500_5d:genotypebglu28bglu30	6.16708187612909e-12	1.85012456283873e-11
timeS0_5d:genotypebglu30-timeS1500_5d:genotypebglu28	3.51690780586177e-12	1.36538773639339e-11
timeS0_5d:genotypebglu30-timeS1500_0d:genotypewt	6.00331686762901e-15	3.30182427719595e-14
timeS0_5d:genotypebglu30-timeS1500_0d:genotypebglu30	5.79646374822537e-15	3.30182427719595e-14
timeS0_5d:genotypebglu30-timeS1500_0d:genotypebglu28bglu30	1.8238211198616e-15	1.68273668573635e-14
timeS0_5d:genotypebglu30-timeS1500_0d:genotypebglu28	5.62864329504953e-16	1.04746665432481e-14
timeS0_5d:genotypebglu28bglu30-timeS1500_5d:genotypewt	7.0698210104025e-05	0.00013331662476759
timeS0_5d:genotypebglu28bglu30-timeS1500_5d:genotypebglu30	5.66119714930844e-05	0.000109893827015987
