group_comp	p.val	adj_p
sulfurS15:genotypepen2-sulfurS15:genotypetgg45	0.863556398572071	0.882962160337735
sulfurS15:genotypepen2-sulfurS15:genotypetgg12	0.85920956978275	0.882962160337735
sulfurS15:genotypepen2-sulfurS15:genotypebglu18	0.606635495750487	0.657188453729694
sulfurS15:genotypepen2-sulfurS15:genotypeCol	0.154965090832591	0.213663988875239
sulfurS15:genotypepen2-sulfurS15:genotypepyk10	0.152770378381638	0.213663988875239
sulfurS15:genotypepen2-sulfurS15:genotypebglu2830	5.68859049978366e-11	1.12535159887025e-10
sulfurS15:genotypepen2-sulfurS1500:genotypetgg12	3.51584627521351e-15	8.64708137957917e-15
sulfurS15:genotypepen2-sulfurS1500:genotypebglu2830	1.52648922545164e-19	1.14436055683962e-18
sulfurS15:genotypepen2-sulfurS1500:genotypeCol	3.81156296098635e-20	5.63345524553144e-19
sulfurS15:genotypepen2-sulfurS1500:genotypepyk10	3.53474036938751e-18	1.19133842079357e-17
sulfurS15:genotypepen2-sulfurS1500:genotypepen2	5.30520464546954e-19	2.83984483963369e-18
sulfurS15:genotypepen2-sulfurS1500:genotypetgg45	1.13660117677697e-19	1.03430707086704e-18
sulfurS15:genotypepen2-sulfurS1500:genotypebglu18	2.82768860888917e-20	5.63345524553144e-19
sulfurS15:genotypetgg45-sulfurS15:genotypetgg12	0.98541215289746	0.98541215289746
sulfurS15:genotypetgg45-sulfurS15:genotypebglu18	0.731198004287474	0.782811981060707
sulfurS15:genotypetgg45-sulfurS15:genotypeCol	0.217256266775406	0.278455215162845
sulfurS15:genotypetgg45-sulfurS15:genotypepyk10	0.206593144847054	0.268571088301171
sulfurS15:genotypetgg45-sulfurS15:genotypebglu2830	1.09515179084731e-10	2.12040027589585e-10
sulfurS15:genotypetgg45-sulfurS1500:genotypetgg12	5.67628089287356e-15	1.3244655416705e-14
sulfurS15:genotypetgg45-sulfurS1500:genotypebglu2830	2.50790687046093e-19	1.52146350141297e-18
sulfurS15:genotypetgg45-sulfurS1500:genotypeCol	6.18707674604308e-20	7.037799798624e-19
sulfurS15:genotypetgg45-sulfurS1500:genotypepyk10	5.62333576621799e-18	1.76456398181323e-17
sulfurS15:genotypetgg45-sulfurS1500:genotypepen2	8.31618329768116e-19	3.9830141057315e-18
sulfurS15:genotypetgg45-sulfurS1500:genotypetgg45	1.76055470283018e-19	1.14436055683962e-18
sulfurS15:genotypetgg45-sulfurS1500:genotypebglu18	4.33342711194726e-20	5.63345524553144e-19
sulfurS15:genotypetgg12-sulfurS15:genotypebglu18	0.76431214305297	0.80874889555605
sulfurS15:genotypetgg12-sulfurS15:genotypeCol	0.270243877808674	0.332326930818775
sulfurS15:genotypetgg12-sulfurS15:genotypepyk10	0.248965473911825	0.313682773677635
sulfurS15:genotypetgg12-sulfurS15:genotypebglu2830	1.5592140288082e-09	2.72862455041435e-09
sulfurS15:genotypetgg12-sulfurS1500:genotypetgg12	5.64228373756235e-14	1.25231175638579e-13
sulfurS15:genotypetgg12-sulfurS1500:genotypebglu2830	9.96863856242434e-18	3.02382036393538e-17
sulfurS15:genotypetgg12-sulfurS1500:genotypeCol	2.57219043684454e-18	9.36277319011412e-18
